b1061;1;B1061;Falcon 9 first-stage booster;skos:altLabel(Falcon 9 booster B1061) skos:altLabel(SpaceX Falcon 9 B1061) skos:altLabel(Falcon 9 B1061)
kosmos-27;1;Kosmos 27;failed space mission;skos:altLabel(27) skos:altLabel(Kosmos 27)
kosmos-21;1;Kosmos 21;;skos:altLabel(21) skos:altLabel(Kosmos 21)
cielo-profundo-observatory;1;Cielo Profundo Observatory;astronomical observatory;
centro-astronomico--tiedra;1;Centro Astronomico, Tiedra;;
q108030509;1;Q108030509;;
prime-1;1;PRIME-1;NASA lunar project;
mandrake-2-able;1;Mandrake 2 Able;;
mandrake-2-baker;1;Mandrake 2 Baker;;
yusat-1;1;YUSAT-1;taiwanes cubesat;
transit-14;1;Transit 14;;
secor--7;1;SECOR  7;;
shijian-2;1;Shijian-2;;skos:altLabel(SJ-2) skos:altLabel( 2) skos:altLabel(Shi Jian 2) skos:altLabel(Shijian 2) skos:altLabel(SJ 2)
shijian-2a;1;Shijian-2A;;skos:altLabel(Shi Jian 2A) skos:altLabel(SJ-2A) skos:altLabel(Shijian 2A) skos:altLabel(SJ 2A)
shijian-4;1;Shijian-4;22996;skos:altLabel(SJ 4) skos:altLabel(SJ-4) skos:altLabel(Shi Jian 4) skos:altLabel(Shijian 4)
shijian-5;1;Shijian-5;25731;skos:altLabel(Shi Jian 5) skos:altLabel(Shijian 5) skos:altLabel(SJ-5) skos:altLabel(SJ 5)
shijian-7;1;Shijian-7;28737;skos:altLabel(SJ 7) skos:altLabel(Shijian 7) skos:altLabel(SJ-7) skos:altLabel(Shi Jian 7)
shijian-9a;1;Shijian-9A;;skos:altLabel(Shi Jian 9A) skos:altLabel(SJ 9A) skos:altLabel(Shijian 9A) skos:altLabel(SJ-9A)
shijian-9b;1;Shijian-9B;;skos:altLabel(SJ 9B) skos:altLabel(Shijian 9B) skos:altLabel(SJ-9B) skos:altLabel(Shi Jian 9B)
